CRICOS Provider Code,Institution Name,CRICOS Course Code,Course Name,VET National Code,Dual Qualification,Field of Education 1 Broad Field,Field of Education 1 Narrow Field,Field of Education 1 Detailed Field,Field of Education 2 Broad Field,Field of Education 2 Narrow Field,Field of Education 2 Detailed Field,Course Level,Foundation Studies,Work Component,Work Component Hours/Week,Work Component Weeks,Work Component Total Hours,Course Language,Duration (Weeks),Tuition Fee,Non Tuition Fee,Estimated Total Course Cost,Expired
00026A,The University of Sydney,107853K,Master of Science in Medicine (Sexual and Reproductive Health),,No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,52,"$61,700.00",$373.00,"$62,073.00",No
00026A,The University of Sydney,107854J,Graduate Diploma in Science in Medicine (Sexual and Reproductive Health),,No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",,,,Graduate Diploma,No,No,,,,English,52,"$46,275.00",$373.00,"$46,648.00",No
00026A,The University of Sydney,107855H,Graduate Certificate in Science in Medicine (Sexual and Reproductive Health),,No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",,,,Graduate Certificate,No,No,,,,English,26,"$30,850.00",$186.50,"$31,036.50",No
00026A,The University of Sydney,107856G,Master of Medicine (Advanced) (Sexual and Reproductive Health),,No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,78,"$77,600.00",$513.00,"$78,113.00",No
00026A,The University of Sydney,107857F,Master of Science in Medicine (Advanced) (Sexual and Reproductive Health),,No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,78,"$93,500.00",$559.50,"$94,059.50",No
00026A,The University of Sydney,107885B,Bachelor of Engineering Honours and Bachelor of Arts,,Yes,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Bachelor Honours Degree,No,Yes,33.30,6,200,English,286,"$356,800.00","$2,108.30","$358,908.30",No
00026A,The University of Sydney,107886A,Bachelor of Engineering Honours and Bachelor of Commerce,,Yes,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",08 - Management and Commerce,0899 - Other Management and Commerce,"089999 - Management and Commerce, n.e.c.",Bachelor Honours Degree,No,Yes,33.30,6,200,English,286,"$356,800.00","$2,108.30","$358,908.30",No
00026A,The University of Sydney,107888K,Bachelor of Engineering Honours and Bachelor of Laws,,Yes,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",09 - Society and Culture,0909 - Law,"090999 - Law, n.e.c.",Bachelor Honours Degree,No,Yes,33.30,6,200,English,338,"$397,600.00","$2,510.12","$400,110.12",No
00026A,The University of Sydney,107966A,Master of Professional Accounting and Business Performance,,No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,,,,Masters Degree (Coursework),No,No,,,,English,104,"$125,300.00",$751.60,"$126,051.60",No
00026A,The University of Sydney,107967M,Graduate Diploma in Professional Accounting and Business Performance,,No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,,,,Graduate Diploma,No,No,,,,English,52,"$61,700.00",$373.00,"$62,073.00",No
00026A,The University of Sydney,107968K,Graduate Certificate in Professional Accounting and Business Performance (Exit degree),,No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,,,,Graduate Certificate,No,No,,,,English,26,"$30,850.00",$186.50,"$31,036.50",No
00026A,The University of Sydney,107969J,Bachelor of Psychology,,No,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,,,,Bachelor Degree,No,No,,,,English,156,"$187,300.00","$1,135.87","$188,435.87",No
00026A,The University of Sydney,107970E,Bachelor of Psychology Honours,,No,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,,,,Bachelor Honours Degree,No,No,,,,English,208,"$253,500.00","$1,525.91","$255,025.91",No
00026A,The University of Sydney,108334C,Bachelor of Design,,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$162,300.00","$3,085.87","$165,385.87",No
00026A,The University of Sydney,108335B,Bachelor of Design (Honours),,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",,,,Bachelor Honours Degree,No,No,,,,English,52,"$52,500.00","$1,023.00","$53,523.00",No
00026A,The University of Sydney,108336A,Bachelor of Design and Bachelor of Advanced Studies,,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",,,,Bachelor Degree,No,No,,,,English,208,"$219,700.00","$3,475.91","$223,175.91",No
00026A,The University of Sydney,108337M,Doctor of Clinical Dentistry (Special Needs Dentistry),,No,06 - Health,0607 - Dental Studies,"060799 - Dental Studies, n.e.c.",,,,Masters Degree (Extended),No,Yes,38.00,48,"1,824",English,156,"$258,100.00","$1,135.87","$259,235.87",No
00026A,The University of Sydney,108761F,Master of Cybersecurity,,No,02 - Information Technology,0299 - Other Information Technology,029901 - Security Science,,,,Masters Degree (Coursework),No,No,,,,English,78,"$87,700.00",$559.50,"$88,259.50",No
00026A,The University of Sydney,108762E,Graduate Diploma in Cybersecurity,,No,02 - Information Technology,0299 - Other Information Technology,029901 - Security Science,,,,Graduate Diploma,No,No,,,,English,52,"$57,900.00",$373.00,"$58,273.00",No
00026A,The University of Sydney,108763D,Graduate Certificate in Cybersecurity,,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",,,,Graduate Certificate,No,No,,,,English,26,"$28,950.00",$186.50,"$29,136.50",No
00026A,The University of Sydney,108764C,Master of Data Science,,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,78,"$87,700.00",$559.50,"$88,259.50",No
00026A,The University of Sydney,108765B,Graduate Diploma in Data Science,,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",,,,Graduate Diploma,No,No,,,,English,52,"$57,900.00",$373.00,"$58,273.00",No
00026A,The University of Sydney,110294K,Graduate Diploma in Global Health,,No,06 - Health,0613 - Public Health,"061399 - Public Health, n.e.c.",,,,Graduate Diploma,No,No,,,,English,52,"$61,700.00",$373.00,"$62,073.00",No
00026A,The University of Sydney,110744M,Doctor of Physiotherapy,,No,06 - Health,0617 - Rehabilitation Therapies,061701 - Physiotherapy,,,,Masters Degree (Extended),No,Yes,37.00,24,888,English,156,"$214,200.00","$1,510.87","$215,710.87",No
00026A,The University of Sydney,111671D,Master of Computer Science,,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$117,500.00",$751.60,"$118,251.60",No
00026A,The University of Sydney,111672C,Graduate Diploma in Computer Science,,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",,,,Graduate Diploma,No,No,,,,English,52,"$57,900.00",$373.00,"$58,273.00",No
00026A,The University of Sydney,111673B,Graduate Certificate in Computer Science,,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",,,,Graduate Certificate,No,No,,,,English,26,"$28,950.00",$186.50,"$29,136.50",No
00026A,The University of Sydney,111866D,Bachelor of Agricultural Science,,No,"05 - Agriculture, Environmental and Related Studies",0501 - Agriculture,050101 - Agricultural Science,,,,Bachelor Degree,No,No,,,,English,156,"$187,300.00","$1,135.87","$188,435.87",No
00026A,The University of Sydney,111869A,Bachelor of Agricultural Science Honours,,No,"05 - Agriculture, Environmental and Related Studies",0501 - Agriculture,050101 - Agricultural Science,,,,Bachelor Honours Degree,No,Yes,40.00,8,320,English,208,"$253,500.00","$1,525.91","$255,025.91",No
00026A,The University of Sydney,112625B,Graduate Certificate in Clinical Dentistry (Advanced Restorative),,No,06 - Health,0607 - Dental Studies,060701 - Dentistry,,,,Graduate Certificate,No,Yes,38.00,24,912,English,26,"$41,750.00","$5,715.50","$47,465.50",No
00026A,The University of Sydney,112626A,Graduate Diploma in Clinical Dentistry (Advanced Restorative),,No,06 - Health,0607 - Dental Studies,060701 - Dentistry,,,,Graduate Diploma,No,Yes,38.00,48,"1,824",English,52,"$83,500.00","$5,902.00","$89,402.00",No
00026A,The University of Sydney,112627M,Master of Film and Screen Arts,,No,10 - Creative Arts,1003 - Visual Arts and Crafts,"100399 - Visual Arts and Crafts, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,78,"$75,300.00",$759.50,"$76,059.50",No
00026A,The University of Sydney,113096C,Graduate Diploma in Clinical Dentistry (Advanced Pulp Biology),,No,06 - Health,0607 - Dental Studies,060701 - Dentistry,,,,Graduate Diploma,No,Yes,30.00,48,"1,440",English,52,"$83,500.00",$433.00,"$83,933.00",No
00026A,The University of Sydney,113097B,Graduate Certificate in Clinical Dentistry (Pulp Biology),,No,06 - Health,0607 - Dental Studies,060701 - Dentistry,,,,Graduate Certificate,No,Yes,30.00,24,720,English,26,"$41,750.00",$216.50,"$41,966.50",No
00026A,The University of Sydney,113098A,Doctor of Clinical Dentistry (Endodontics),,No,06 - Health,0607 - Dental Studies,060701 - Dentistry,,,,Masters Degree (Extended),No,Yes,30.00,48,"1,440",English,156,"$258,100.00","$1,315.87","$259,415.87",No
00026A,The University of Sydney,114097E,Bachelor of Arts and Bachelor of Advanced Studies (Media and Communications),,No,10 - Creative Arts,1007 - Communication and Media Studies,"100799 - Communication and Media Studies, n.e.c.",,,,Bachelor Degree,No,No,,,,English,208,"$219,700.00","$1,525.91","$221,225.91",No
00026A,The University of Sydney,114098D,Bachelor of Advanced Studies (Media and Communications) (Honours),,No,10 - Creative Arts,1007 - Communication and Media Studies,"100799 - Communication and Media Studies, n.e.c.",,,,Bachelor Honours Degree,No,No,,,,English,52,"$56,300.00",$373.00,"$56,673.00",No
00026A,The University of Sydney,114287K,Graduate Diploma in Professional Studies (Education),,No,07 - Education,0703 - Curriculum and Education Studies,070303 - Education Studies,,,,Graduate Diploma,No,No,,,,English,52,"$54,100.00",$373.00,"$54,473.00",No
00026A,The University of Sydney,115414M,Bachelor of Economics and Bachelor of Arts,,Yes,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",09 - Society and Culture,0919 - Economics and Econometrics,091901 - Economics,Bachelor Degree,No,No,,,,English,208,"$235,500.00","$1,525.91","$237,025.91",No
00026A,The University of Sydney,115415K,Bachelor of Science and Bachelor of Arts,,Yes,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,"019999 - Natural and Physical Sciences, n.e.c.",Bachelor Degree,No,No,,,,English,208,"$253,500.00","$1,525.91","$255,025.91",No
00026A,The University of Sydney,115416J,Bachelor of Commerce and Bachelor of Science,,Yes,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,"019999 - Natural and Physical Sciences, n.e.c.",08 - Management and Commerce,0899 - Other Management and Commerce,"089999 - Management and Commerce, n.e.c.",Bachelor Degree,No,No,,,,English,208,"$253,500.00","$1,525.91","$255,025.91",No
00026A,The University of Sydney,115417H,Bachelor of Commerce and Bachelor of Arts,,Yes,08 - Management and Commerce,0899 - Other Management and Commerce,"089999 - Management and Commerce, n.e.c.",09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Bachelor Degree,No,No,,,,English,208,"$235,500.00","$1,525.91","$237,025.91",No
